,Binding Energy (kJ/mol/OSDA),Host,Guest SMILES,Guests/Cell,ID,Constant,Metric,Theory,Parent ID,Method
1785,-122.58068806140098,SAS,NCCN,1,137440801,P,MD,FF,83595802,"FF (MD, P)"
1803,-122.1386881222828,SAV,CC(C)NC(C)C,4,137364548,V,frz,FF,87643917,"FF (frz, V)"
1805,-122.06887303621764,CHA,C[C@@H]1CNC[C@H](C)C1,2,137440706,P,frz,FF,87646691,"FF (frz, P)"
1816,-121.84883629787075,SFE,CN(C)c1ccncc1,1,84765119,P,MD,DFT,83596187,"DFT (MD, P)"
1819,-121.82618931034735,LTA,C1CNCCN1,1,137448188,P,frz,FF,83500750,"FF (frz, P)"
1841,-121.31626055660054,LTA,C1CNCCN1,1,137448188,P,opt,FF,83500750,"FF (opt, P)"
1845,-121.23807464574475,LAU,C1CN2CCC1CC2,2,137331977,V,frz,FF,83609300,"FF (frz, V)"
1853,-121.13066333271692,RTE,C1C[C@H]2CC[C@@H]1CNC2,2,148085330,V,opt,DFT,83596150,"DFT (opt, V)"
1861,-121.0495620923368,CHA,C[C@@H]1CNC[C@H](C)C1,2,137348814,V,MD,FF,87646691,"FF (MD, V)"
1875,-120.88740214222955,MTW,CC(C)CN,2,88190817,P,opt,DFT,83499561,"DFT (opt, P)"
1878,-120.82256256268874,SSY,C1CCNC1,1,137445871,P,frz,FF,83494366,"FF (frz, P)"
1913,-120.42607834877356,RTH,C1CCCNCC1,1,137348818,V,frz,FF,83597297,"FF (frz, V)"
1914,-120.41126833521531,OWE,C[C@@H](N)CN,2,137448838,V,opt,FF,83490423,"FF (opt, V)"
1920,-120.25479903287761,SFN,C1CCCNCCC1,1,137440860,P,MD,FF,83492138,"FF (MD, P)"
1923,-120.24191200212154,RTH,CC(C)NC(C)C,1,137364046,V,frz,FF,83496952,"FF (frz, V)"
1946,-119.85068044880187,RTH,C1CCCNCC1,1,137355396,V,frz,FF,83597294,"FF (frz, V)"
1974,-119.4754828252721,CHA,C1CCNCC1,2,137501653,P,frz,FF,87640073,"FF (frz, P)"
1980,-119.42378695788558,RTH,C1CCCNCC1,1,137363043,V,frz,FF,83597291,"FF (frz, V)"
1981,-119.4218514624499,AFY,CCCNCCC,1,137503097,P,frz,FF,83500164,"FF (frz, P)"
1982,-119.38382081033812,SFN,C1CCCNCCC1,1,148087322,V,opt,DFT,83492139,"DFT (opt, V)"
2000,-119.21153373578571,VET,NC1CCCC1,1,137444266,V,opt,FF,83596202,"FF (opt, V)"
2003,-119.17829274138096,CHA,CC(C)NC(C)C,2,137447001,V,MD,FF,87638359,"FF (MD, V)"
2004,-119.17188791949765,RTE,CN1C(C)(C)CCCC1(C)C,1,84732584,P,opt,DFT,83494075,"DFT (opt, P)"
2021,-118.98392584051902,EAB,C1CN2CCN1CC2,3,137446082,V,frz,FF,87640120,"FF (frz, V)"
2027,-118.94013887447433,AFI,CC(C)N,1,137443675,P,frz,FF,83511536,"FF (frz, P)"
2036,-118.80053427095265,SFN,C1CCCNCCC1,1,137442449,V,frz,FF,83492139,"FF (frz, V)"
2044,-118.72482320844792,RTH,CC1CCNCC1,1,137440460,V,frz,FF,83595460,"FF (frz, V)"
2046,-118.69216099932176,SOD,C1COCCN1,1,147618880,P,opt,DFT,87645142,"DFT (opt, P)"
2051,-118.64371343070171,STI,CCN(CC)CC,8,137340869,V,frz,FF,87644812,"FF (frz, V)"
2052,-118.64289173761831,SFN,C1CCCNCCC1,1,148085358,V,opt,DFT,83492138,"DFT (opt, V)"
2060,-118.55509878387356,SOD,c1ccncc1,1,147613442,P,opt,DFT,83596532,"DFT (opt, P)"
2076,-118.29794708488967,CZP,NCCNCCNCCN,1,137325447,V,frz,FF,83526154,"FF (frz, V)"
2086,-118.20745157743599,EAB,C1CNCCN1,3,137446113,V,frz,FF,87640550,"FF (frz, V)"
2090,-118.12326042052132,LAU,C1CN2CCN1CC2,1,137443695,V,frz,FF,83512333,"FF (frz, V)"
2091,-118.12299605075513,LAU,C1CN2CCN1CC2,1,137440788,V,frz,FF,83512332,"FF (frz, V)"
2095,-118.09426754795092,RTE,CN1C(C)(C)CCCC1(C)C,2,147628900,P,opt,DFT,83494080,"DFT (opt, P)"
2100,-118.03007610852684,BEC,C1CN2CCN1CC2,4,137360251,V,frz,FF,83500496,"FF (frz, V)"
2104,-117.98606698504227,GME,NCCNCCNCCN,1,137448164,P,frz,FF,83494328,"FF (frz, P)"
2112,-117.91113262933007,ATS,CC(C)NC(C)C,1,137332592,V,frz,FF,83494313,"FF (frz, V)"
2123,-117.64538843506747,BEC,CN(C)CCN(C)C,1,137327920,V,MD,FF,83525944,"FF (MD, V)"
2131,-117.57483002208325,RTH,C1CNCCN1,2,137361408,V,MD,FF,83545666,"FF (MD, V)"
2132,-117.56906902812194,AFI,CC(C)N,1,137443675,P,opt,FF,83511536,"FF (opt, P)"
2142,-117.44968919408448,SAV,CC(C)NC(C)C,4,137364548,V,opt,FF,87643917,"FF (opt, V)"
2146,-117.39434569932905,SOD,NCCN,1,84751300,P,opt,DFT,83528921,"DFT (opt, P)"
2157,-117.22825442932685,RTE,CN1C(C)(C)CCCC1(C)C,2,137362565,V,frz,FF,83494080,"FF (frz, V)"
2159,-117.19056935546632,EAB,C1CCNCC1,3,137448852,V,frz,FF,87644466,"FF (frz, V)"
2177,-117.03225753566932,AFN,NCCCN,1,137440450,V,opt,FF,83528902,"FF (opt, V)"
2179,-117.01385489137576,SFN,C1CCCNCCC1,1,137442448,V,frz,FF,83492138,"FF (frz, V)"
2204,-116.60188767882397,CHA,CN1CCCC1,2,137440902,P,frz,FF,87638706,"FF (frz, P)"
2221,-116.30435140765027,EAB,CCN(CC)CC,3,137440839,V,frz,FF,87648806,"FF (frz, V)"
2223,-116.28956374652348,SFN,C1CCCNCCC1,2,137444184,V,frz,FF,83492141,"FF (frz, V)"
2237,-116.03413332802867,OFF,CCN(C(C)C)C(C)C,1,137336452,V,MD,FF,87640751,"FF (MD, V)"
2240,-116.00468004508343,SAV,CCN(CC)CC,5,137449361,V,frz,FF,87638479,"FF (frz, V)"
2266,-115.76829121419149,RTH,CC1CCNCC1,1,137358965,V,frz,FF,83595462,"FF (frz, V)"
2273,-115.57681465758162,CHA,CCN(C(C)C)C(C)C,2,137446163,P,frz,FF,87638165,"FF (frz, P)"
2279,-115.51561209202352,OFF,C1CCNCC1,2,137326190,V,frz,FF,87638146,"FF (frz, V)"
2282,-115.4893039242201,SOD,c1c[nH]cn1,2,137441129,P,MD,FF,83497240,"FF (MD, P)"
2298,-115.2807895072643,AEL,CCNCC,1,137447003,V,frz,FF,87638434,"FF (frz, V)"
2314,-115.10530683903838,SFE,CN(C)c1ccncc1,1,148085373,V,opt,DFT,83596186,"DFT (opt, V)"
2319,-115.0581438517911,RTH,CN1CCCCC1,2,137440471,V,frz,FF,83596519,"FF (frz, V)"
2322,-115.05085535102572,SOD,C1CCNC1,1,147618154,P,opt,DFT,83539887,"DFT (opt, P)"
2337,-114.92047763826528,SOD,C1COCCN1,1,137330258,V,frz,FF,87645142,"FF (frz, V)"
2343,-114.87650899856293,EAB,NCCN,3,137448257,P,MD,FF,87645690,"FF (MD, P)"
2358,-114.4717871496434,AFI,CCCN,1,137242239,P,frz,FF,83508399,"FF (frz, P)"
2361,-114.40612117337326,GME,CCP(CC)CC,1,137368839,V,frz,FF,83496888,"FF (frz, V)"
2373,-114.24415899246053,OFF,C1CNCCN1,2,137354488,V,frz,FF,87641602,"FF (frz, V)"
2379,-114.12756565434573,JRY,CCNCC,2,137321628,V,frz,FF,83511741,"FF (frz, V)"
2382,-114.1103064575294,LEV,C1CCCNCC1,5,137359324,V,opt,FF,87639940,"FF (opt, V)"
2390,-113.96538541661825,OFF,C1CCNCC1,2,137326190,V,opt,FF,87638146,"FF (opt, V)"
2425,-113.43852397236431,SFN,C1CCCNCCC1,1,137445863,P,frz,FF,83492139,"FF (frz, P)"
2433,-113.36685950399911,AFI,C1CCNCC1,1,147905859,P,opt,DFT,83522559,"DFT (opt, P)"
2436,-113.34576395454756,GME,CCP(CC)CC,1,137353519,V,frz,FF,83496889,"FF (frz, V)"
2455,-113.01813745115768,AFO,CCCNCCC,1,147983830,P,opt,DFT,87638523,"DFT (opt, P)"
2457,-112.98151259010251,JRY,CCNCC,1,137330393,V,frz,FF,83511738,"FF (frz, V)"
2469,-112.76119884402502,AEL,CCNCC,1,137447003,V,MD,FF,87638434,"FF (MD, V)"
2475,-112.70984270368456,OWE,C[C@@H](N)CN,2,137448838,V,MD,FF,83490423,"FF (MD, V)"
2483,-112.64223500238926,SFN,C1CCCNCCC1,2,137443681,P,frz,FF,83492141,"FF (frz, P)"
2485,-112.58664161066903,BPH,CCN(CC)CC,2,137439279,P,frz,FF,83513277,"FF (frz, P)"
2487,-112.56559768085248,RTH,CN1CCCCC1,2,137322183,V,frz,FF,83596520,"FF (frz, V)"
2500,-112.47540465486414,LTA,OCCN(CCO)CCO,1,137441126,V,frz,FF,83595825,"FF (frz, V)"
2512,-112.24233617314597,LAU,C1CN2CCC1CC2,2,137331977,V,opt,FF,83609300,"FF (opt, V)"
2524,-112.12454352255509,EAB,C1CCNCC1,3,137448852,V,opt,FF,87644466,"FF (opt, V)"
2533,-111.98893759214039,EAB,C1COCCN1,3,137447126,V,opt,FF,87641875,"FF (opt, V)"
2534,-111.96157885920972,GME,CCP(CC)CC,1,137367658,V,frz,FF,83496890,"FF (frz, V)"
2537,-111.93244640455595,JSW,C1CN2CCN1CC2,3,137336451,V,opt,FF,87646614,"FF (opt, V)"
2557,-111.62328156230205,SSY,C1CCNC1,2,84773056,P,opt,DFT,83494370,"DFT (opt, P)"
2559,-111.61484569033055,EAB,C1COCCN1,3,137447126,V,frz,FF,87641875,"FF (frz, V)"
2562,-111.49631605272144,SFN,CCN(CC)CC,1,148374965,V,opt,DFT,83533941,"DFT (opt, V)"
2572,-111.35710510929566,OFF,CCN(C(C)C)C(C)C,1,148374958,V,opt,DFT,87640751,"DFT (opt, V)"
2574,-111.33673609427052,SFO,CN(C)c1ccncc1,1,137320744,V,frz,FF,83490297,"FF (frz, V)"
2575,-111.33356751649781,SFE,CN(C)c1ccncc1,1,137440809,P,opt,FF,83596187,"FF (opt, P)"
2587,-111.1830764747874,OWE,C[C@H](N)CN,1,137442352,V,opt,FF,83490422,"FF (opt, V)"
2589,-111.16153998743474,SAS,CN1CCCN(C)CCN(C)CCCN(C)CC1,1,137347151,V,opt,FF,83541317,"FF (opt, V)"
2611,-110.80357367646413,SFO,CN(C)c1ccncc1,1,137320744,V,opt,FF,83490297,"FF (opt, V)"
2616,-110.74144993163856,OWE,C[C@H](N)CN,1,137442352,V,MD,FF,83490422,"FF (MD, V)"
2619,-110.73200858798283,EAB,CCN(CC)CC,3,137440839,V,opt,FF,87648806,"FF (opt, V)"
2644,-110.37920134685262,RTE,CN1C(C)(C)CCCC1(C)C,1,147629403,P,opt,DFT,83494077,"DFT (opt, P)"
2650,-110.24341466727715,SOD,C1COCCN1,1,148085666,V,opt,DFT,87645142,"DFT (opt, V)"
2654,-110.2216967875169,AFI,CN1CCNCC1,1,147680652,P,opt,DFT,83542591,"DFT (opt, P)"
2658,-110.17297614134309,LEV,C1CCCNCC1,5,148393235,V,opt,DFT,87639940,"DFT (opt, V)"
2660,-110.14063325616226,AFY,CCN(CC)CC,1,137441115,P,MD,FF,83496875,"FF (MD, P)"
2662,-110.12253130256502,LEV,C1CCCNCC1,5,147680677,P,opt,DFT,87639940,"DFT (opt, P)"
2674,-109.97773364515422,LTA,C1CNCCN1,1,137448188,P,MD,FF,83500750,"FF (MD, P)"
2677,-109.96875570773214,SFN,C1CCCNCCC1,1,137442449,V,opt,FF,83492139,"FF (opt, V)"
2681,-109.95010123676387,LAU,C1CN2CCN1CC2,1,137440788,V,opt,FF,83512332,"FF (opt, V)"
2682,-109.9500993070572,LAU,C1CN2CCN1CC2,1,137443695,V,opt,FF,83512333,"FF (opt, V)"
2694,-109.792226173826,OFF,CCN(C(C)C)C(C)C,1,91539835,P,opt,DFT,87640751,"DFT (opt, P)"
2701,-109.71105693700697,ATS,CCN(C(C)C)C(C)C,1,137348842,V,frz,FF,83609025,"FF (frz, V)"
2703,-109.65448373689722,ATS,CC(C)NC(C)C,1,148383777,V,opt,DFT,83494313,"DFT (opt, V)"
2720,-109.44032685952169,LTA,OCCN(CCO)CCO,1,137441126,V,opt,FF,83595825,"FF (opt, V)"
2721,-109.43831369340664,SFN,CCN(CC)CC,2,137439307,P,frz,FF,83533943,"FF (frz, P)"
2727,-109.36837341764408,MTW,CC(C)CN,2,137353476,V,frz,FF,83499561,"FF (frz, V)"
2733,-109.29072348270866,RTE,CN1C(C)(C)CCCC1(C)C,1,148085635,V,opt,DFT,83494075,"DFT (opt, V)"
2740,-109.12124380922762,EAB,C1CNCCN1,3,137446113,V,opt,FF,87640550,"FF (opt, V)"
2774,-108.77108241286965,AFN,NCCCN,1,137440450,V,MD,FF,83528902,"FF (MD, V)"
2775,-108.7281185707759,AFY,CCCCN,1,137443326,P,frz,FF,83504875,"FF (frz, P)"
2779,-108.6848796413249,SAV,CCN(CC)CC,5,137449361,V,opt,FF,87638479,"FF (opt, V)"
2790,-108.50034858016666,AFI,C[C@H](CN)CCCN,1,148085372,V,opt,DFT,83492532,"DFT (opt, V)"
2794,-108.4247094535289,LTA,OCCN(CCO)CCO,1,137441126,V,MD,FF,83595825,"FF (MD, V)"
2798,-108.35627477682475,SOD,c1ccncc1,1,148085830,V,opt,DFT,83596532,"DFT (opt, V)"
2805,-108.26324942438994,AFI,C1CNCCNC1,1,137443678,V,opt,FF,83511547,"FF (opt, V)"
2808,-108.21416852089249,AFI,C[C@H](CN)CCCN,1,137320193,V,MD,FF,83492532,"FF (MD, V)"
2815,-108.07332049224743,SSY,C1CCNC1,2,137445873,P,frz,FF,83494370,"FF (frz, P)"
2825,-107.97472841951073,SFN,CCN(CC)CC,2,148396733,P,opt,DFT,83533943,"DFT (opt, P)"
2828,-107.87870961015265,BPH,CCN(CC)CC,2,137441060,V,frz,FF,83513277,"FF (frz, V)"
2832,-107.83391630226316,JSW,C1CN2CCN1CC2,4,137345992,V,opt,FF,87646616,"FF (opt, V)"
2838,-107.75306401970322,AFI,CNC,1,137448249,P,opt,FF,83494060,"FF (opt, P)"
2840,-107.74425394551139,RTE,CN1C(C)(C)CCCC1(C)C,1,147628963,P,opt,DFT,83494076,"DFT (opt, P)"
2845,-107.67720051039964,AFY,CCN(CC)CC,1,137330573,V,frz,FF,83496873,"FF (frz, V)"
2851,-107.53663394827933,GME,NCCNCCNCCN,1,84744991,P,opt,DFT,83494328,"DFT (opt, P)"
2857,-107.43349114562294,SFN,CCN(CC)CC,1,138749651,V,frz,FF,83533941,"FF (frz, V)"
2862,-107.33979232568151,AFR,c1ccncc1,2,137442410,P,frz,FF,83509654,"FF (frz, P)"
2866,-107.29136924020918,SFN,CCN(CC)CC,2,137440636,V,frz,FF,83533943,"FF (frz, V)"
2876,-107.14642385283703,EAB,CCCNCCC,3,137447115,V,frz,FF,87640733,"FF (frz, V)"
2886,-106.96845893905302,GME,NCCNCCNCCN,1,148085609,V,opt,DFT,83494328,"DFT (opt, V)"
2890,-106.92395126550478,VET,NC1CCCC1,1,137444266,V,MD,FF,83596202,"FF (MD, V)"
2892,-106.88898687893564,MTW,C1CN2CCN1CC2,1,137344128,V,frz,FF,83497317,"FF (frz, V)"
2900,-106.75894445950794,AFI,CC(C)N,1,137443675,P,MD,FF,83511536,"FF (MD, P)"
2902,-106.74841943711746,AFI,C[C@@H](CN)CCCN,1,137260377,P,MD,FF,83492533,"FF (MD, P)"
2906,-106.65898518298263,AFR,c1ccncc1,2,137442410,P,opt,FF,83509654,"FF (opt, P)"
2914,-106.60840867435054,AFI,N[C@H]1CC[C@H](N)CC1,1,137368674,V,MD,FF,83514924,"FF (MD, V)"
2919,-106.58929962845319,CHA,C[C@@H]1CNC[C@H](C)C1,2,147613659,P,opt,DFT,87646691,"DFT (opt, P)"
2926,-106.47182200241942,LTA,C1CCCNCCC1,1,137358885,V,frz,FF,83547843,"FF (frz, V)"
2933,-106.40727043154791,AFY,CCN(CC)CC,1,137327460,V,frz,FF,83496875,"FF (frz, V)"
2949,-106.11124865822761,AEL,CCNCC,1,147670355,P,opt,DFT,87638434,"DFT (opt, P)"
2968,-105.87667470930543,SFO,CN(C)c1ccncc1,1,137320744,V,MD,FF,83490297,"FF (MD, V)"
2997,-105.59507537482631,GME,CCP(CC)CC,1,137368839,V,opt,FF,83496888,"FF (opt, V)"
3001,-105.5639173717744,SFN,CCN(CC)CC,1,138821785,P,frz,FF,83533941,"FF (frz, P)"
3022,-105.25700337113487,LAU,c1ccncc1,1,137333405,V,frz,FF,83512877,"FF (frz, V)"
3028,-105.19918033813008,AFI,C[C@@H](CN)CCCN,1,137442361,V,MD,FF,83492533,"FF (MD, V)"
3036,-105.11516706225565,AWW,C1CCCNCC1,1,85809301,P,opt,DFT,83519929,"DFT (opt, P)"
3039,-105.06889463447543,LAU,c1ccncc1,1,137333405,V,opt,FF,83512877,"FF (opt, V)"
3053,-104.96906320785787,SAS,C1CCNCC1,1,137443762,V,frz,FF,83519527,"FF (frz, V)"
3059,-104.93280401300089,JRY,CCNCC,2,137321628,V,MD,FF,83511741,"FF (MD, V)"
3060,-104.92756118634827,SAV,CC(C)NC(C)C,4,137364548,V,MD,FF,87643917,"FF (MD, V)"
3063,-104.86448084429276,AWW,C1CCCNCC1,1,148085362,V,opt,DFT,83519929,"DFT (opt, V)"
3072,-104.77410401377296,SOD,C1CCNC1,1,84749799,P,opt,DFT,83539886,"DFT (opt, P)"
3075,-104.74887358610069,SOD,c1c[nH]cn1,2,147627637,P,opt,DFT,83497240,"DFT (opt, P)"
3081,-104.68209175715442,RTE,CN1C(C)(C)CCCC1(C)C,2,148085897,V,opt,DFT,83494080,"DFT (opt, V)"
3085,-104.59612710560768,AFY,CCCNCCC,1,137503097,P,MD,FF,83500164,"FF (MD, P)"
3086,-104.59543347071238,SAS,C1CCNCC1,1,137443762,V,opt,FF,83519527,"FF (opt, V)"
3091,-104.53765806357366,BEC,C1CN2CCN1CC2,4,137360251,V,opt,FF,83500496,"FF (opt, V)"
3093,-104.52473385551365,OFF,C1CNCCN1,2,137354488,V,opt,FF,87641602,"FF (opt, V)"
3101,-104.44710852434304,LAU,C1CCNC1,2,137325332,V,frz,FF,83508366,"FF (frz, V)"
3104,-104.4025009506868,BPH,CCN(CC)CC,2,137441060,V,opt,FF,83513277,"FF (opt, V)"
3128,-104.12539174654523,AFI,C[C@@H](CN)CCCN,1,148085872,V,opt,DFT,83492533,"DFT (opt, V)"
3130,-104.07345756042685,AFY,CCN(CC)CC,1,137358552,V,frz,FF,83496874,"FF (frz, V)"
3148,-103.81477029764062,CHA,C1CCNCC1,2,137448885,V,frz,FF,87640073,"FF (frz, V)"
3155,-103.72263550466288,CHA,C[C@@H]1CNC[C@H](C)C1,2,148085347,V,opt,DFT,87646691,"DFT (opt, V)"
3156,-103.71991075935118,CHA,C1CNCCN1,2,137369075,V,frz,FF,87638300,"FF (frz, V)"
3157,-103.71605038186449,LOS,OCCN(CCO)CCO,2,147921413,P,opt,DFT,87649149,"DFT (opt, P)"
3172,-103.54428095101892,LTA,C1N2CN3CN1CN(C2)C3,1,137369286,V,frz,FF,83494299,"FF (frz, V)"
3175,-103.53548149021199,LTA,C1N2CN3CN1CN(C2)C3,1,137442365,V,frz,FF,83494298,"FF (frz, V)"
3181,-103.50378847608363,CHA,C1CNCCN1,2,137369075,V,opt,FF,87638300,"FF (opt, V)"
3184,-103.48523869168326,LTA,C1N2CN3CN1CN(C2)C3,1,137357340,V,frz,FF,83494297,"FF (frz, V)"
3195,-103.3209849845183,LTA,C1N2CN3CN1CN(C2)C3,1,137369286,V,opt,FF,83494299,"FF (opt, V)"
3196,-103.31319958438078,LTA,C1N2CN3CN1CN(C2)C3,1,137442365,V,opt,FF,83494298,"FF (opt, V)"
3198,-103.30328475332415,AFO,CCCNCCC,1,148497935,V,opt,DFT,87638523,"DFT (opt, V)"
3199,-103.28847570461785,RTH,C1CNCCN1,2,137361408,V,frz,FF,83545666,"FF (frz, V)"
3202,-103.26705065779775,AFI,C1COCCN1,1,86513841,P,opt,DFT,83511765,"DFT (opt, P)"
3206,-103.18087118864763,EAB,C1COCCN1,3,137447126,V,MD,FF,87641875,"FF (MD, V)"
3209,-103.1581168064751,BEC,CN(C)CCN(C)C,1,147625713,P,opt,DFT,83525944,"DFT (opt, P)"
3215,-103.0709864656389,ZON,c1c[nH]cn1,4,137319186,V,frz,FF,83508379,"FF (frz, V)"
3220,-103.03631760315643,LTA,C1N2CN3CN1CN(C2)C3,1,137357340,V,opt,FF,83494297,"FF (opt, V)"
3229,-102.96792012759447,ZON,c1c[nH]cn1,4,137319186,V,opt,FF,83508379,"FF (opt, V)"
3231,-102.95519612656501,OFF,C1CN2CCN1CC2,2,137350066,V,frz,FF,87646956,"FF (frz, V)"
3236,-102.87887093502115,SOD,CCN,1,84787804,P,opt,DFT,83493431,"DFT (opt, P)"
3247,-102.75976298706699,JRY,CCNCC,1,137330393,V,MD,FF,83511738,"FF (MD, V)"
3249,-102.74234903734562,GME,CCP(CC)CC,1,137367658,V,opt,FF,83496890,"FF (opt, V)"
3250,-102.73222579799166,AEL,CCNCC,1,148383776,V,opt,DFT,87638434,"DFT (opt, V)"
3277,-102.41134651274108,BEC,CN(C)CCN(C)C,1,148197369,V,opt,DFT,83525944,"DFT (opt, V)"
3287,-102.23936722633829,JSW,C1CN2CCN1CC2,3,147905878,P,opt,DFT,87646614,"DFT (opt, P)"
3296,-102.15209432843686,DFT,NCCN,1,137444180,V,frz,FF,83511924,"FF (frz, V)"
3302,-102.04712457632408,ATS,CC(C)NC(C)C,2,137448860,V,frz,FF,83494315,"FF (frz, V)"
3303,-102.0423644732659,AFI,C1CNCCNC1,1,137443678,V,frz,FF,83511547,"FF (frz, V)"
3304,-102.03850506062871,SOD,c1ccncc1,1,147618840,P,opt,DFT,83596530,"DFT (opt, P)"
3316,-101.95058667597189,AEL,CC(C)NC(C)C,1,90656769,P,opt,DFT,87639867,"DFT (opt, P)"
3323,-101.89267136511788,THO,NCCN,1,137440814,V,frz,FF,83519550,"FF (frz, V)"
3331,-101.83900333788033,RTH,C[C@H]1CNC[C@H](C)C1,2,148093237,P,opt,DFT,83609193,"DFT (opt, P)"
3333,-101.81642174333099,JSW,C1CN2CCN1CC2,3,137336451,V,MD,FF,87646614,"FF (MD, V)"
3349,-101.63702483706142,LAU,C1CCNC1,1,137337322,V,frz,FF,83508363,"FF (frz, V)"
3354,-101.57802696096691,SOD,c1ccncc1,1,84770282,P,opt,DFT,83596531,"DFT (opt, P)"
3366,-101.41975019750521,GME,c1ccncc1,3,137348392,V,frz,FF,87639388,"FF (frz, V)"
3373,-101.35485071065712,SFO,CN(C)c1ccncc1,1,137315556,V,MD,FF,83490298,"FF (MD, V)"
3386,-101.11670943906208,AFY,CCCCN,1,137226060,P,frz,FF,83504878,"FF (frz, P)"
3398,-100.95119756337803,GME,c1ccncc1,3,137348392,V,opt,FF,87639388,"FF (opt, V)"
3399,-100.94290947474524,LAU,C1CCNC1,2,137443625,P,frz,FF,83508366,"FF (frz, P)"
3407,-100.89342312109049,SOD,C1CN2CCN1CC2,2,89067194,P,opt,DFT,83525775,"DFT (opt, P)"
3418,-100.75050328211329,SOD,c1c[nH]cn1,1,148085616,V,opt,DFT,83497236,"DFT (opt, V)"
3420,-100.73184109232649,RTE,CN1C(C)(C)CCCC1(C)C,1,148085374,V,opt,DFT,83494077,"DFT (opt, V)"
3429,-100.60804464294665,SOD,C1CCNC1,1,148085670,V,opt,DFT,83539887,"DFT (opt, V)"
3432,-100.58189237091304,SFN,C1CCCNCCC1,1,137442449,V,MD,FF,83492139,"FF (MD, V)"
3436,-100.56445675827639,EAB,NCCN,3,137447038,V,frz,FF,87645690,"FF (frz, V)"
3449,-100.39023262484288,CHA,C1CNCCN1,2,137440881,P,MD,FF,87638300,"FF (MD, P)"
3451,-100.37806318209103,SAV,CCN(CC)CC,5,137449361,V,MD,FF,87638479,"FF (MD, V)"
3459,-100.2723616156818,RTH,C1CCNCC1,1,137444115,V,frz,FF,83500855,"FF (frz, V)"
3466,-100.17039014475026,AEL,CC(C)NC(C)C,1,148085389,V,opt,DFT,87639867,"DFT (opt, V)"
3470,-100.12605658939471,RTH,C[C@H]1CNC[C@H](C)C1,2,148085824,V,opt,DFT,83609193,"DFT (opt, V)"
3471,-100.1132925469652,LAU,C1CCNC1,2,137325332,V,opt,FF,83508366,"FF (opt, V)"
3475,-100.05973499540688,SOD,C1CN2CCN1CC2,2,148197239,V,opt,DFT,83525775,"DFT (opt, V)"
3488,-99.91450915738594,GME,NCCNCCNCCN,1,147669555,P,opt,DFT,83494329,"DFT (opt, P)"
3490,-99.88780346923464,CHA,C1CCNCC1,2,137448885,V,opt,FF,87640073,"FF (opt, V)"
3492,-99.84084937267805,RTH,C[C@@H]1CNC[C@H](C)C1,1,85788592,P,opt,DFT,83609190,"DFT (opt, P)"
3494,-99.8235535072305,AFR,c1ccncc1,2,137442410,P,MD,FF,83509654,"FF (MD, P)"
3506,-99.71368462094958,AFI,C1CN2CCN1CC2,1,137335778,V,frz,FF,83524052,"FF (frz, V)"
3508,-99.66298811703167,OFF,C1CCNCC1,2,137326190,V,MD,FF,87638146,"FF (MD, V)"
3513,-99.57649986913036,RTH,C[C@@H]1CNC[C@H](C)C1,1,148085668,V,opt,DFT,83609190,"DFT (opt, V)"
3514,-99.56209666005397,GME,CCP(CC)CC,1,137353519,V,MD,FF,83496889,"FF (MD, V)"
3517,-99.52457701710424,AFI,C1CCNCC1,1,137440620,P,MD,FF,83522559,"FF (MD, P)"
3525,-99.4529398088015,MTW,CC(C)CN,2,148085748,V,opt,DFT,83499561,"DFT (opt, V)"
3526,-99.4515166503934,AFY,CCCNCCC,1,137365228,V,frz,FF,83500162,"FF (frz, V)"
3534,-99.320398895255,GME,CCP(CC)CC,1,137353519,V,opt,FF,83496889,"FF (opt, V)"
3539,-99.28783824163729,CHA,C1CNCCN1,2,137369075,V,MD,FF,87638300,"FF (MD, V)"
3540,-99.28724943528384,GME,C1CN2CCN1CC2,1,137330455,V,frz,FF,83523040,"FF (frz, V)"
3542,-99.28242613434394,GME,C1CN2CCN1CC2,1,137348875,V,frz,FF,83523039,"FF (frz, V)"
3545,-99.24428934839601,AFI,C1CN2CCN1CC2,1,137316374,V,frz,FF,83524050,"FF (frz, V)"
3546,-99.20872196641012,GME,C1CN2CCN1CC2,1,137330455,V,opt,FF,83523040,"FF (opt, V)"
3548,-99.20465896975904,GME,C1CN2CCN1CC2,1,137348875,V,opt,FF,83523039,"FF (opt, V)"
3552,-99.1823563958532,RTH,C[C@H]1CNC[C@H](C)C1,2,137449349,V,MD,FF,83609193,"FF (MD, V)"
3556,-99.15434567007655,LAU,C1CN2CCC1CC2,2,137331977,V,MD,FF,83609300,"FF (MD, V)"
3567,-99.07107835654267,SFN,C1CCCNCCC1,1,137442448,V,MD,FF,83492138,"FF (MD, V)"
3576,-99.01592597310609,LTA,C1CCCNCCC1,1,137358885,V,opt,FF,83547843,"FF (opt, V)"
3582,-98.93552693031714,EAB,CCCN,4,137447152,V,frz,FF,87649370,"FF (frz, V)"
3588,-98.8470023766523,JSW,C1CN2CCN1CC2,4,147932032,P,opt,DFT,87646616,"DFT (opt, P)"
3591,-98.82899053245997,SOD,c1c[nH]cn1,1,148085616,V,MD,DFT,83497236,"DFT (MD, V)"
3598,-98.76862060060759,GME,NCCNCCNCCN,1,148085351,V,opt,DFT,83494329,"DFT (opt, V)"
